"-22.84010950","-43.37807410"
"-22.82083930","-43.27114170"
"-22.86891450","-43.36434430"
"-22.86701370","-43.30242130"
"-22.98994020","-43.24514550"
"-22.85522700","-43.27023140"
"-22.99896080","-43.63336830"
"-22.89938990","-43.22717210"
"-22.82266320","-43.38573030"
"-22.95510920","-43.19436890"
"-22.86968460","-43.29898490"
"-22.88401010","-43.26059970"
"-22.81976930","-43.37462790"
"-22.91912060","-43.19073280"
"-22.92167230","-43.18703740"
"-22.78661800","-43.34783280"
"-22.91986640","-43.19771700"
"-22.88549520","-43.41579730"
"-22.91012770","-43.18760670"
"-22.98709740","-43.24785500"
"-22.98798410","-43.24798250"
"-22.98976090","-43.25272820"
"-22.99114800","-43.24982840"
"-22.98618400","-43.21791280"
"-22.98667880","-43.25080540"
"-22.98830210","-43.24988860"
"-22.95950960","-43.20183120"
"-22.98239090","-43.49200650"
"-22.93631240","-43.24677180"
"-22.93257280","-43.24102480"
"-22.93257280","-43.24102480"
"-22.91983860","-43.24021710"
"-22.92762960","-43.21376980"
"-22.97270700","-43.28409900"
"-22.89473530","-43.57491770"
"-22.85144550","-43.24114010"
"-22.88229980","-43.24955660"
"-22.85377170","-43.24415630"
"-22.86263950","-43.25399910"
"-22.88334390","-43.24915010"
"-22.86268770","-43.22589540"
"-22.86772860","-43.27727860"
"-22.87623310","-43.58413000"
"-22.85669790","-43.25179830"
"-22.85968910","-43.33098170"
"-22.87522540","-43.23986460"
"-22.86263950","-43.25399910"
"-22.82478340","-43.38396130"
"-22.88641020","-43.25703160"
"-22.86263950","-43.25399910"
"-22.85672900","-43.25231040"
"-22.80130970","-43.18872110"
"-22.86674330","-43.23577870"
"-22.82011130","-43.27257540"
"-22.85068030","-43.28623490"
"-22.88399230","-43.50128660"
"-22.86876990","-43.27237750"
"-22.85698380","-43.27264930"
"-22.90405840","-43.24037260"
"-22.88750680","-43.33216460"
"-22.84111990","-43.35293660"
"-22.82774470","-43.38913090"
"-22.88351190","-43.49768220"
"-22.90858500","-43.61125230"
"-22.88306800","-43.59166610"
"-22.88140590","-43.61276320"
"-22.95789060","-43.18480420"
"-22.82340500","-43.33641400"
"-22.87200680","-43.35101500"
"-22.86498420","-43.24242510"
"-22.88334390","-43.24915010"
"-22.88334390","-43.24915010"
"-22.88334390","-43.24915010"
"-22.86263950","-43.25399910"
"-22.86642560","-43.27721080"
"-22.87440140","-43.24096160"
"-22.91981030","-43.52597000"
"-22.86032180","-43.24295440"
"-22.96742640","-43.70563940"
"-22.89156080","-43.60559030"
"-23.00485960","-43.44485590"
"-22.97610870","-43.65199070"
"-22.94919280","-43.60031220"
"-22.90358420","-43.56624380"
"-22.95730230","-43.57493210"
"-22.87422630","-43.46854420"
"-22.90614740","-43.60224530"
"-22.88040560","-43.58344700"
"-22.89473530","-43.57491770"
"-23.02518560","-43.47979000"
"-23.02507480","-43.48230850"
"-22.96437600","-43.40685500"
"-23.02954040","-43.47261090"
"-22.91467480","-43.34940950"
"-22.91470340","-43.34943070"
"-22.91322050","-43.37380450"
"-22.89691980","-43.35168020"
"-22.89799710","-43.35327800"
"-22.98502180","-43.42961820"
"-22.98294330","-43.49677150"
"-22.96981440","-43.42991620"
"-22.95555510","-43.39273590"
"-22.95204810","-43.39271070"
"-22.95269800","-43.35672480"
"-22.96975920","-43.32854170"
"-22.95174950","-43.35786200"
"-22.92342350","-43.64938960"
"-22.90170520","-43.70644450"
